"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1970",12.6612743152044,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1971",12.8257594495537,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1972",14.1550216145572,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1973",13.1519989378827,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1974",14.2814973081627,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1975",13.5231273959598,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1976",14.0229047371161,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1977",13.6281734720143,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1978",14.3119823208894,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1979",16.4394672222636,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1980",14.9120673219158,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1981",13.5410377627157,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1982",13.5947332240495,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1983",13.5802179772647,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1984",15.2599876551093,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1985",15.0137418077684,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1986",15.4943135477231,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1987",15.9841455057324,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1988",15.1458682452284,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1989",15.1435630573311,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1990",16.05904390178,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1991",16.6914039660164,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1992",17.5736634127858,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1993",18.0058916739311,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1994",17.9168848710084,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1995",18.9391943502546,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1996",19.1748110450196,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1997",19.5955769201339,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1998",18.3539555437955,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","1999",19.4434818925066,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2000",22.2351816063772,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2001",20.7831361256753,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2002",19.1030041417487,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2003",17.2197648262353,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2004",18.2853024685462,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2005",19.9081266903614,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2006",20.2305682650706,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2007",20.1886986630513,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2008",23.0385074489272,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2009",19.842519200141,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2010",21.4728411936199,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2011",21.5189738107964,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2012",19.9877174384992,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2013",21.0757650196519,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2014",20.0129640731119,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2015",19.2530266256288,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2016",21.2703536282629,
"AUS","TRADEGOODSERV","EXP","PC_GDP","A","2017",21.7855353238146,"E"
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1970",12.9366812227074,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1971",11.9735569896342,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1972",11.0204081632653,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1973",13.2167217086811,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1974",14.7355252245541,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1975",13.3837261004891,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1976",14.6538261322228,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1977",14.593919517985,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1978",15.3604143119823,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1979",15.9126423096957,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1980",16.7443542289866,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1981",16.8337415275958,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1982",15.6274126169954,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1983",15.0090237899918,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1984",17.3096651980504,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1985",18.086140954431,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1986",17.0940111103721,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1987",16.6447494335476,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1988",16.9791507976235,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1989",17.0703629800908,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1990",16.1917214061886,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1991",16.4189385923175,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1992",17.8946157593692,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1993",18.5214131428989,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1994",19.8846667893329,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1995",19.3931375912388,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1996",18.9000001800858,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1997",20.4748536380903,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1998",20.8021606935129,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","1999",21.6041545927346,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2000",22.1489118374042,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2001",20.7912269229902,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2002",21.20985026754,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2003",19.936527496033,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2004",21.0293134437218,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2005",21.7258081848393,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2006",21.8769841818375,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2007",22.7390989651597,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2008",22.8264756791295,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2009",20.8738652537682,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2010",20.5050985738418,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2011",21.7681052912881,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2012",21.285861624297,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2013",21.5040832798588,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2014",21.5344232529339,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2015",21.5184465691816,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2016",20.6226164342654,
"AUS","TRADEGOODSERV","IMP","PC_GDP","A","2017",21.4411356809456,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1970",27.3917570819622,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1971",27.0353547405368,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1972",26.9306664996172,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1973",26.9193669891799,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1974",29.1143697687905,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1975",28.0946358198911,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1976",28.7525264003829,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1977",27.9539568496884,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1978",29.1150929838055,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1979",30.8807752564071,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1980",31.6930717643075,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1981",33.0006616186123,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1982",31.7414964406827,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1983",30.4781988392966,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1984",32.7510176411213,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1985",34.9213214316704,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1986",31.9977146539408,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1987",31.4062049060141,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1988",33.0709262117721,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1989",35.015202765658,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1990",35.6974146363318,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1991",34.5904881001276,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1992",33.1552676550195,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1993",31.4638980456583,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1994",32.1585338842986,"E"
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1995",33.5331403455378,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1996",34.2492761073574,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1997",37.0280827384957,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1998",38.351021186462,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","1999",39.3570378852981,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2000",43.3462739519887,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2001",44.6175555179483,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2002",45.31938619858,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2003",44.57041471914,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2004",46.8672149740213,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2005",48.6197522046932,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2006",50.8416688618235,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2007",52.560869422371,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2008",53.2488606164087,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2009",45.2074165608437,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2010",51.2621603273359,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2011",53.9486708516394,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2012",53.9736761965302,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2013",53.4412932967224,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2014",53.3865790462424,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2015",53.0902634767112,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2016",52.3425868673769,
"AUT","TRADEGOODSERV","EXP","PC_GDP","A","2017",53.7330889388046,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1970",27.4686347280959,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1971",27.3451163892509,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1972",27.365352747705,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1973",27.5374531345347,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1974",30.4533619142688,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1975",28.5044982528805,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1976",31.163755238206,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1977",32.3236388961057,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1978",30.5528948243166,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1979",32.4364439554878,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1980",35.1319343048658,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1981",35.3958886770956,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1982",32.3756175092208,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1983",31.993986179109,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1984",33.8239884465719,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1985",35.1618401179462,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1986",32.016882528963,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1987",31.4475179050155,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1988",33.4916241738425,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1989",35.5231560476867,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1990",35.7909548337857,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1991",35.4579177869698,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1992",34.4748998338925,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1993",31.8011525125954,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1994",33.8285594546494,"E"
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1995",34.7234607571822,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1996",35.8343950133252,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1997",37.8396074770871,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1998",38.5761282051164,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","1999",38.9031024586734,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2000",42.0142216659345,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2001",42.9191092459869,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2002",41.6287818010806,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2003",41.8169676971425,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2004",43.9251307189084,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2005",45.4140534786122,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2006",47.2466423435202,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2007",48.172384639555,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2008",48.8248221152974,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2009",41.8548144134358,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2010",47.7576359096203,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2011",51.154117778086,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2012",51.1785012313079,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2013",50.625120789651,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2014",50.1169562048263,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2015",49.3397911935423,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2016",48.6594382136933,
"AUT","TRADEGOODSERV","IMP","PC_GDP","A","2017",50.6427062272132,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1970",44.4875974264834,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1971",43.3111788804181,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1972",43.6771382696138,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1973",47.5311995963092,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1974",52.3419328678246,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1975",45.4373516220658,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1976",48.0481916574282,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1977",47.0119767907841,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1978",45.2845690739809,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1979",49.4019856314215,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1980",49.5947961917188,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1981",53.4998976633501,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1982",57.4975713711662,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1983",59.7659885083521,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1984",63.7408387833646,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1985",61.8032268486596,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1986",56.6858609611314,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1987",55.2853290238897,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1988",58.7887407393674,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1989",62.9040511635762,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1990",60.9713541750417,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1991",59.601747315915,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1992",58.1958342582448,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1993",55.5228054308152,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1994",57.8158656987913,"E"
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1995",59.487665854818,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1996",60.442784742598,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1997",63.8967697738669,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1998",63.3972679385354,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","1999",63.8987249514794,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2000",71.8575876571322,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2001",71.020368082279,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2002",70.3147727574309,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2003",68.5960942765708,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2004",70.3699698839145,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2005",73.5212250642736,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2006",75.7111400434884,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2007",77.4908365667041,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2008",79.6959831488997,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2009",69.3097762464767,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2010",76.4484573425673,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2011",81.6355465472349,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2012",82.3058368243002,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2013",81.730301131825,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2014",82.6662277616896,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2015",80.7993329605932,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2016",82.7218838210212,
"BEL","TRADEGOODSERV","EXP","PC_GDP","A","2017",85.7821136863318,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1970",42.5882053128712,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1971",41.6378761692332,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1972",40.9015799401739,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1973",45.9150482293777,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1974",52.1538360081251,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1975",45.4127663843204,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1976",48.0550864511476,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1977",47.9643727856555,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1978",46.3519824260126,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1979",51.4297562724269,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1980",52.7118877026302,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1981",55.9177884583852,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1982",59.5663329195544,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1983",59.7434718082494,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1984",63.545597299674,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1985",61.1601122580792,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1986",54.8086939309598,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1987",53.8202994148016,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1988",56.771158286135,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1989",61.1078619381418,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1990",59.5983185108461,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1991",58.1110259506047,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1992",56.0198770561551,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1993",52.6788580577952,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1994",54.5730712666071,"E"
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1995",56.023699553625,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1996",57.6173090601938,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1997",60.4699234894036,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1998",60.0872277491198,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","1999",60.0985153095903,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2000",69.221483839487,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2001",67.6740971389271,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2002",64.8101122243425,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2003",63.3942183688236,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2004",65.6678633648332,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2005",69.8549958777555,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2006",71.9827613916644,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2007",73.6727852920912,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2008",79.2120619353629,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2009",67.0469816168365,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2010",74.6517191841698,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2011",81.1181191132935,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2012",81.6891402092541,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2013",80.4883419933435,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2014",82.0321650362696,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2015",79.3726773690775,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2016",81.3937634386826,
"BEL","TRADEGOODSERV","IMP","PC_GDP","A","2017",84.6173311173463,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1970",21.922232958394,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1971",21.0688608761746,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1972",21.2896533602011,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1973",22.7713781250342,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1974",24.0813045070978,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1975",22.0384528943593,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1976",21.7567501633688,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1977",22.7746945777758,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1978",24.6061319809212,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1979",26.4071040236457,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1980",27.5872779165301,"E"
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1981",26.4427804456841,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1982",25.2437476245757,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1983",24.9721819147897,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1984",27.9884756530789,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1985",27.5938362696381,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1986",27.0296501096387,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1987",26.0362354570347,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1988",26.0760312683676,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1989",25.0546316585604,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1990",25.0721143092972,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1991",24.337257044303,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1992",26.1798918743776,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1993",29.132107095277,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1994",32.7791900515132,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1995",36.1050359903157,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1996",37.1091557636143,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1997",38.1431836637158,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1998",40.0448097984093,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","1999",41.8771952181081,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2000",44.2374680237305,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2001",42.0362032608362,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2002",40.0344023970702,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2003",36.8278393844751,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2004",37.2879509727474,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2005",36.7951092003828,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2006",35.3293477379479,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2007",34.1531662527359,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2008",34.3231354394609,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2009",28.435750447407,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2010",29.0719739129912,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2011",30.5646410207009,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2012",30.2136045046982,
"CAN","TRADEGOODSERV","EXP","PC_GDP","A","2013",30.1633543799811,
